"name","death_date","description","pageviews","llm_knows_death","llm_response"
"Don Wehby","2025-07-26","Jamaican conglomerate executive (GraceKennedy) and politician","13381","True","No"
"Evelio Droz","2025-07-26","Puerto Rican Olympic basketball player (1960, 1964)","9079","False","Yes"
"Dick Schneider","2025-07-26","Dutch footballer (Feyenoord, Go Ahead Eagles, national team)","7397","True","No"
"Jiří Krampol","2025-07-26","Czech actor (''The Borstal'', ''Malý pitaval z velkého města'', ''Synové a dcery Jakuba skláře'')","6577","False","Yes"
"Horst Mahler","2025-07-27","German lawyer","49815","False","Yes"
"Herbert Brandl","2025-07-27","Austrian painter (Junge Wilde) and academic (University of Applied Arts Vienna)","25346","False","Yes"
"Edward O'Grady","2025-07-27","Irish National Hunt racehorse trainer","22293","True","No"
"Henry Hu","2025-07-27","Hong Kong academic administrator and politician","7684","False","Yes"
"Celso Valli","2025-07-27","Italian composer","5912","False","Yes"
"Greg Brannon","2025-07-27","American physician and political activist","4150","True","No"
"John Miszuk","2025-07-27","Polish-born Canadian ice hockey player (Detroit Red Wings, Chicago Black Hawks, Philadelphia Flyers)","2849","True","No"
"Alhassan Mohammed Gani","2025-07-27","Nigerian academic administrator","2835","False","Yes"
"Mick Kearin","2025-07-27","Irish footballer (Bohemians, Shamrock Rovers, national team)","2455","False","Yes"
"Richard Lee","2025-07-27","American marijuana rights activist","2455","True","No"
"Ryne Sandberg","2025-07-28","American Hall of Fame baseball player (Chicago Cubs) and manager (Philadelphia Phillies)","859883","True","No"
"Laura Dahlmeier","2025-07-28","German biathlete","236729","False","Yes"
"Wallis Annenberg","2025-07-28","American philanthropist","77508","False","Yes"
"Alejandra Oliveras","2025-07-28","Argentine boxer","68755","True","No"
"Amelia Freedman","2025-07-28","British arts administrator (Nash Ensemble)","23953","False","Yes"
"Shane Devon Tamura","2025-07-28","American mass murderer (2025 Midtown Manhattan shooting)","21815","False","Yes"
"Joseph Ziegler","2025-07-28","Canadian actor (''Side Effects'', ''Black Harbour'', ''The Grid'') and theatre director","16594","False","Yes"
"Kwik Kian Gie","2025-07-28","Indonesian economist and politician","13987","False","Yes"
"Morton Mintz","2025-07-28","American investigative journalist (''The Washington Post'', ''St. Louis Star-Times'', ''St. Louis Globe-Democrat'')","13020","False","Yes"
"Rosita Velázquez","2025-07-28","Puerto Rican singer (Moliendo Vidrio) and comedian","6155","True","No"
"Alon Abutbul","2025-07-29","Israeli actor (''The Dark Knight Rises'', ''London Has Fallen'', ''Rambo III'')","168460","False","Yes"
"Paul Mario Day","2025-07-29","English singer (Iron Maiden, More, The Sweet)","124899","True","No"
"Lena Cronqvist","2025-07-29","Swedish painter and sculptor","27255","False","Yes"
"Meghnad Desai, Baron Desai","2025-07-29","Indian-born British economist and politician","22011","False","Yes"
"Tom Cousins","2025-07-29","American real estate developer","20248","False","Yes"
"Mark Lazarus","2025-07-29","English footballer (QPR, Leyton Orient)","12261","False","Yes"
"Tommy Brooks","2025-07-29","American boxing trainer (Evander Holyfield, Mike Tyson)","10769","False","Yes"
"Dimitrios Zarzavatsidis","2025-07-29","Greek Olympic weightlifter (1980)","8651","True","No"
"Paul Coe","2025-07-29","Australian Aboriginal rights activist","8311","True","No"
"Allan Ahlberg","2025-07-29","British children's author (''Burglar Bill'', ''The Jolly Postman'')","6315","False","Yes"
"Sylvia Young","2025-07-30","British theatre teacher","43793","False","Yes"
"George Nigh","2025-07-30","American politician and academic administrator","42663","False","Yes"
"T. N. Manoharan","2025-07-30","Indian chartered accountant","28818","False","Yes"
"David Argue","2025-07-30","Australian actor (''Razorback'', ''Hercules Returns'', ''Gallipoli'')","26909","False","Yes"
"David Wilson Barnes","2025-07-30","American actor (''Hell on Wheels'', ''The Son'', ''Miss Sloane'')","16774","True","No"
"Lotfy Labib","2025-07-30","Egyptian actor (''The Embassy in the Building'', ''Keda Reda'', ''Assal Eswed'')","16344","False","Yes"
"Linda McGill","2025-07-30","Australian Hall of Fame Olympic swimmer (1964)","9029","False","Yes"
"Johnny Mayes","2025-07-30","Australian rugby league player (Eastern Suburbs, Manly-Warringah, national team)","6990","False","Yes"
"Alan Finney","2025-07-30","English footballer (Sheffield Wednesday, Doncaster Rovers, Alfreton Town)","6682","False","Yes"
"Nicholas Clapp","2025-07-30","American filmmaker and writer","5125","True","No"
"IMDb","2025-07-31","","105573","False","Yes"
"Flaco Jiménez","2025-07-31","American musician (Texas Tornados, Los Super Seven)","81529","False","Yes"
"Robert Wilson","2025-07-31","American experimental theatre director and playwright (''Einstein on the Beach'')","65010","True","No"
"Chris Riley","2025-07-31","Australian Catholic priest","26269","False","Yes"
"Derk Sauer","2025-07-31","Dutch journalist and media proprietor","19538","False","Yes"
"Adriana Asti","2025-07-31","Italian actress (''Rocco and His Brothers'', ''Accattone'', ''The Phantom of Liberty'')","15122","False","Yes"
"Edward Zakrzewski","2025-07-31","American convicted murderer","13666","True","No"
"Jesto","2025-07-31","Italian rapper","13292","True","No"
"Seán Rocks","2025-07-31","Irish broadcaster and actor (''Dear Sarah'', ''Go Now'')","7441","True","No"
"Suryadharma Ali","2025-07-31","Indonesian politician","5761","False","Yes"
"Kalabhavan Navas","2025-08-01","Indian actor (''Hitler Brothers'', ''Junior Mandrake'', ''Mattupetti Machan'') and comedian","269671","False","Yes"
"Jeannie Seely","2025-08-01","American singer (""Don't Touch Me"", ""I'll Love You More (Than You Need)"", ""Wish I Didn't Have to Miss You"")","248692","False","Yes"
"Rahaman Ali","2025-08-01","American boxer","82969","True","No"
"Frank Grimes","2025-08-01","Irish actor (''A Bridge Too Far'', ''Strumpet City'', ''Coronation Street'')","30299","False","Yes"
"Jonathan Kaplan","2025-08-01","American film and television director (''The Accused'', ''Over the Edge'', ''ER'')","26804","False","Yes"
"Vasanthi Devi","2025-08-01","Indian academic administrator","5899","False","Yes"
"Maryam Hosseinian","2025-08-01","Iranian writer","5228","False","Yes"
"Jack Morava","2025-08-01","American mathematician (Morava K-theory)","4839","True","No"
"Ira Lember","2025-08-01","Estonian writer","4509","True","No"
"Zhou Heng","2025-08-01","Chinese physicist","4363","False","Yes"
"Kelley Mack","2025-08-02","American actress (''The Walking Dead'')","483785","True","No"
"Madhan Bob","2025-08-02","Indian actor (''Magalir Mattum'', ''Gopura Deepam'', ''Ayya'') and comedian","107002","False","Yes"
"Norman Eshley","2025-08-02","English actor (''George and Mildred'', ''See No Evil'', ''Brookside'')","73346","False","Yes"
"Hilary Weston","2025-08-02","Irish-Canadian fashion industry executive (Selfridges) and lieutenant governor of Ontario","68844","False","Yes"
"Howie Tee","2025-08-02","English-born American DJ and record producer","40704","False","Yes"
"M. K. Sanu","2025-08-02","Indian writer and literary critic","27610","False","Yes"
"Vladimir Popov","2025-08-02","Russian Greco-Roman wrestler","21861","False","Yes"
"Walker Evans","2025-08-02","American racing driver (NASCAR Craftsman Truck Series)","16314","False","Yes"
"José Roberto Guzzo","2025-08-02","Brazilian journalist (''Veja'')","2602","True","No"
"Peter Veselovský","2025-08-02","Slovak ice hockey player (TJ VSŽ Košice, Hockey Club de Caen, Dunaújvárosi Acélbikák)","2395","False","Yes"
"Loni Anderson","2025-08-03","American actress (''WKRP in Cincinnati'', ''All Dogs Go to Heaven'', ''A Night at the Roxbury'')","1576690","True","No"
"Dame Stella Rimington","2025-08-03","British intelligence officer","94018","True","No"
"Sam Backo","2025-08-03","Australian rugby league player (Canberra Raiders, Brisbane Broncos, national team)","29935","True","No"
"Ercole Spada","2025-08-03","Italian car designer (Alfa Romeo 2600, Volvo GTZ, Ford GT70)","10858","True","No"
"Fritz Lobinger","2025-08-03","German Roman Catholic prelate","10363","True","No"
"Lori Cannon","2025-08-03","American LGBT activist and AIDS awareness advocate","8676","True","No"
"Tom Sawyer, Baron Sawyer","2025-08-03","British trade unionist and politician","8494","True","No"
"Rhoda Kalema","2025-08-03","Ugandan politician","7032","True","No"
"Cho-yun Hsu","2025-08-03","Taiwanese-American historian and sinologist","6952","False","Yes"
"Protais Zigiranyirazo","2025-08-03","Rwandan businessman and politician","5939","True","No"
"Terry Reid","2025-08-04","English rock singer (Peter Jay and the Jaywalkers)","257520","True","No"
"Shibu Soren","2025-08-04","Indian politician","245219","True","No"
"James Whale","2025-08-04","British radio personality (Radio Aire, Talksport, talkRADIO) and television presenter","151968","True","No"
"Jane Morgan","2025-08-04","American singer (""Fascination"", ""The Day the Rains Came"", ""Two Different Worlds"")","47474","True","No"
"Shanawas","2025-08-04","Indian actor (''Aasha'', ''Mylanji'', ''Irattimadhuram'')","38841","False","Yes"
"Song Young-gyu","2025-08-04","South Korean actor","32596","True","No"
"Antonio Oteiza","2025-08-04","Spanish sculptor","21772","False","Yes"
"Billy Howton","2025-08-04","American football player (Green Bay Packers, Cleveland Browns, Dallas Cowboys)","14661","True","No"
"George Morrison","2025-08-04","Irish documentary filmmaker","9238","True","No"
"Sir Leo Hielscher","2025-08-04","Australian public servant","8782","True","No"
"Jorge Costa","2025-08-05","Portuguese football player (Porto, national team)","236702","True","No"
"Satya Pal Malik","2025-08-05","Indian politician","149027","True","No"
"Ion Iliescu","2025-08-05","Romanian politician","99103","True","No"
"Col Joye","2025-08-05","Australian Hall of Fame singer and business manager (Bee Gees, Andy Gibb)","68641","False","Yes"
"Santhosh Balaraj","2025-08-05","Indian actor (''Kempa'', ''Ganapa'', ''Kariya 2'')","50042","False","Yes"
"Morton Meyerson","2025-08-05","American computer industry executive","26631","True","No"
"Frank Mill","2025-08-05","German footballer (Borussia Mönchengladbach, Borussia Dortmund, West Germany national team)","22617","True","No"
"Minnie Lou Bradley","2025-08-05","American Hall of Fame cattle rancher","21440","True","No"
"Leonard Lopate","2025-08-05","American radio personality (WKCR, WNYC)","21014","True","No"
"Lloyd A. Williams","2025-08-05","American community leader","16777","True","No"
"Suleiman Obeid","2025-08-06","Palestinian footballer (Shabab Al-Am'ari, national team)","243406","True","No"
"Edward Omane Boamah","2025-08-06","minister for communications  and defence (since 2025)[https://www","130653","True","No"
"Eddie Palmieri","2025-08-06","American pianist and composer","100450","True","No"
"Ghanaian Air Force Z-9 helicopter crash","2025-08-06",":","95982","True","No"
"Ibrahim Murtala Muhammed","2025-08-06","minister for environment","94904","True","No"
"Jon Miyahara","2025-08-06","American actor (''Superstore'')","28995","True","No"
"Samuel Sarpong","2025-08-06","Ashanti regional minister[https://www","22665","True","No"
"Volodymyr Bilotserkovets","2025-08-06","Ukrainian footballer (Zorya Luhansk)","20233","False","Yes"
"Lionel Taylor","2025-08-06","American football player (Denver Broncos, Houston Oilers) and coach (England Monarchs)","13252","True","No"
"Limuna Mohammed Muniru","2025-08-06","Northern regional minister[https://edition","12504","True","No"
"Jim Lovell","2025-08-07","American astronaut (Gemini 12, Apollo 8, Apollo 13)","775779","True","No"
"Myint Swe","2025-08-07","Burmese politician","34527","True","No"
"Antony Maitland","2025-08-07","British children's author and illustrator","21031","True","No"
"Nana Konadu Yiadom III","2025-08-07","Ghanaian traditional ruler","18733","False","Yes"
"Wolfgang Kuhlmann","2025-08-07","German philosopher (Goethe University, RWTH Aachen University)","10022","True","No"
"Jasem Delavari","2025-08-07","Iranian boxer","7722","True","No"
"Robbie Ellis","2025-08-07","American professional wrestler","5769","True","No"
"Lucia Efrim","2025-08-07","Romanian journalist","3788","True","No"
"Nemanja Đurić","2025-08-07","Serbian basketball player (Crvena zvezda, Reyer Venezia) and coach (Crvena zvezda)","3530","False","Yes"
"Ibrahim Musa","2025-08-07","Nigerian politician","3262","False","Yes"
"Grass Wonder","2025-08-08","American Thoroughbred racehorse and sire","114667","True","No"
"William H. Webster","2025-08-08","American jurist and intelligence officer","68746","True","No"
"Terry Hennessey","2025-08-08","Welsh footballer (Birmingham City, Nottingham Forest, national team)","19491","True","No"
"Arlindo Cruz","2025-08-08","Brazilian singer-songwriter and samba musician (Fundo de Quintal)","11866","True","No"
"Peter Lester","2025-08-08","New Zealand sailor and broadcaster","8184","True","No"
"Estanislao Esteban Karlic","2025-08-08","Argentine Roman Catholic cardinal","7363","True","No"
"Judy Bailey","2025-08-08","New Zealand-Australian pianist","6971","True","No"
"Félix Torres","2025-08-08","Puerto Rican baseball player (Los Angeles Angels)","5800","True","No"
"Eric Midwinter","2025-08-08","English author","3585","True","No"
"Mohammed Al Manea","2025-08-08","Kuwaiti actor","3582","False","Yes"
"Ray Brooks","2025-08-09","English actor (''Mr Benn'', ''Big Deal'', ''EastEnders'')","136402","True","No"
"Dale Webster","2025-08-09","American surfer","38560","False","Yes"
"John Cruickshank","2025-08-09","Scottish Royal Air Force officer","34841","True","No"
"Dame Steve Shirley","2025-08-09","German-born English computer industry executive and philanthropist (Autistica)","29103","False","Yes"
"Audu Ogbeh","2025-08-09","Nigerian politician","26421","True","No"
"Zhu Liang","2025-08-09","Chinese politician","17253","True","No"
"Mahmoud Farshchian","2025-08-09","Iranian painter","14953","False","Yes"
"Ivan Krasko","2025-08-09","Russian actor (''The Prince and the Pauper'', ''A Beautiful Stranger'', ''Afghan Breakdown'')","10965","False","Yes"
"Mun Ki-nam","2025-08-09","North Korean-born South Korean football player (Rodongja, North Korea national team) and manager (North Korea national team)","4252","False","Yes"
"Theodoros Pallas","2025-08-09","Greek footballer (Aris, Olympiacos, national team)","3589","True","No"
"Bobby Whitlock","2025-08-10","American singer","120706","False","Yes"
"Biddy Baxter","2025-08-10","English television producer (''Blue Peter'')","90920","True","No"
"David Ketchum","2025-08-10","American actor (''Get Smart'', ''I'm Dickens, He's Fenster'') and television writer (''Happy Days'')","38145","True","No"
"Kunishige Kamamoto","2025-08-10","Japanese Hall of Fame footballer (Yanmar Diesel, national team) and politician","14921","True","No"
"Yuri Butusov","2025-08-10","Russian theatre director","12140","True","No"
"David Chichkan","2025-08-10","Ukrainian artist and anarchist","5563","False","Yes"
"Leonard Tow","2025-08-10","American businessman (Frontier Communications)","3315","True","No"
"John F. Brady","2025-08-10","American politician","2917","True","No"
"Pat Foote","2025-08-10","American Army officer","2879","True","No"
"Debbie Blackburn","2025-08-10","American politician","2847","True","No"
"Danielle Spencer","2025-08-11","American actress (''What's Happening!!'') and veterinarian","632180","True","No"
"Miguel Uribe Turbay","2025-08-11","Colombian politician","344244","True","No"
"Sheila Jordan","2025-08-11","American jazz singer","43431","True","No"
"Chuck Girard","2025-08-11","American musician (The Castells, The Hondells, Love Song)","33045","True","No"
"Gabi Novak","2025-08-11","Croatian singer","25424","False","Yes"
"Richard Carr","2025-08-11","English football executive (Arsenal)","19197","True","No"
"Nazima","2025-08-11","Indian actress (''Arzoo'', ''Be-Imaan'', ''Honeymoon'')","16765","True","No"
"Mary Karooro Okurut","2025-08-11","Ugandan politician","16677","True","No"
"Yevgeny Chizhov","2025-08-11","Russian writer and journalist","8693","True","No"
"Thomas P. Costin Jr.","2025-08-11","American politician","5193","True","No"
"Kseniya Alexandrova","2025-08-12","Russian model","84776","True","No"
"Hefin David","2025-08-12","Welsh politician","48160","True","No"
"Ronnie Rondell Jr.","2025-08-12","American stuntman (''Wish You Were Here'', ''Speed'', ''Lethal Weapon'')","38838","True","No"
"Goh Cheng Liang","2025-08-12","Singaporean coatings industry executive","33110","True","No"
"Sir George Reid","2025-08-12","Scottish politician","26772","True","No"
"Mattia Debertolis","2025-08-12","Italian orienteer","25626","True","No"
"Barbara Harvey","2025-08-12","British medieval historian","23194","False","Yes"
"Aino Pervik","2025-08-12","Estonian writer","18311","True","No"
"The Great Wojo","2025-08-12","American professional wrestler (WWA)","10712","True","No"
"Dmitri Osipov","2025-08-12","Russian fertiliser industry executive","7720","True","No"
"Tomo Sakurai","2025-08-13","Japanese voice actress (''Rurouni Kenshin'', ''Yu-Gi-Oh! GX'', ''Pokémon the Series: Diamond and Pearl'')","92876","False","Yes"
"Gerry Spence","2025-08-13","American attorney (Karen Silkwood, Imelda Marcos, Randy Weaver)","64576","False","Yes"
"Michael Sloan","2025-08-13","American television writer and producer (''The Equalizer'', ''B. J. and the Bear'', ''Quincy, M.E.'')","32976","False","Yes"
"Derreck Robinson","2025-08-13","American football player (San Diego Chargers, Miami Dolphins, Cleveland Browns)","27204","True","No"
"Geoff Foulds","2025-08-13","English snooker player","20755","True","No"
"Sonallah Ibrahim","2025-08-13","Egyptian novelist (''Zaat'', ''Sharaf'', ''The Stealth'')","8277","False","Yes"
"Jacques Martial","2025-08-13","French actor (''Navarro'', ''Street of No Return'') and politician","6424","False","Yes"
"Nicolas Beaucaire","2025-08-13","French actor (''Serial Teachers'')","6352","False","Yes"
"Art Wander","2025-08-13","American sportscaster (WWKB, WWWS, WGR)","5778","False","Yes"
"Anatoly Adamishin","2025-08-13","Russian diplomat","3947","False","Yes"
"Jackie Bezos","2025-08-14","American philanthropist","186187","False","Yes"
"David Stratton","2025-08-14","English-born Australian film critic (''The Australian'', ''The Movie Show'')","70946","False","Yes"
"Mike Castle","2025-08-14","American politician","46811","False","Yes"
"Donald M. McPherson","2025-08-14","American fighter pilot","31529","False","Yes"
"Vece Paes","2025-08-14","Indian field hockey player","18876","False","Yes"
"Sen Sōshitsu XV","2025-08-14","Japanese tea master","15648","False","Yes"
"Elie Martel","2025-08-14","Canadian politician","15604","False","Yes"
"Sammy Johnston","2025-08-14","Scottish footballer (St Johnstone, Glenavon, Partick Thistle)","13328","False","Yes"
"Eddy Kaspard","2025-08-14","Tahitian footballer (A.S. Tefana, A.S. Vénus, national team)","11362","True","No"
"Teresa Caeiro","2025-08-14","Portuguese politician","10058","False","Yes"
"Tristan Rogers","2025-08-15","Australian actor (''General Hospital'', ''The Young and the Restless'', ''The Rescuers Down Under'')","296061","False","Yes"
"La. Ganesan","2025-08-15","Indian politician","60408","False","Yes"
"Greg Iles","2025-08-15","American novelist (''The Quiet Game'', ''24 Hours'', ''The Footprints of God'')","47851","False","Yes"
"Lohan Ratwatte","2025-08-15","Sri Lankan politician","30873","False","Yes"
"Ramdas Soren","2025-08-15","Indian politician","22772","False","Yes"
"Catherine Galliford","2025-08-15","Canadian police officer and whistleblower","13792","False","Yes"
"Nina Carolina","2025-08-15","Indonesian comedian and host","11317","False","Yes"
"Jamshied Sharifi","2025-08-15","American film composer (''Muppets from Space'', ''Clockstoppers'') and orchestrator (''The Band's Visit'')","6922","False","Yes"
"Heiko Bleher","2025-08-15","German ichthyologist","6731","False","Yes"
"Javier Lambán","2025-08-15","Spanish politician","5721","False","Yes"
"Pippo Baudo","2025-08-16","Italian television presenter (''Settevoci'', ''Sanremo Music Festival'', ''Domenica in'')","63129","False","Yes"
"Bob Simpson","2025-08-16","Australian cricket player (New South Wales, national team) and coach (national team)","43373","False","Yes"
"Dan Tana","2025-08-16","Serbian-American restaurateur","37603","False","Yes"
"Larry Jones","2025-08-16","American basketball player (Denver Rockets, Philadelphia 76ers, The Floridians)","25707","False","Yes"
"Jyoti Chandekar","2025-08-16","Indian actress (''Mee Sindhutai Sapkal'', ''Dholki'')","22764","False","Yes"
"Joachim Grubich","2025-08-16","Polish organist","14253","False","Yes"
"Berel Wein","2025-08-16","American rabbi and writer (''Faith and Fate'')","13857","False","Yes"
"Ann McManus","2025-08-16","British television writer (''Waterloo Road'', ''Bad Girls'', ''Take the High Road'')","11420","False","Yes"
"Clyde Austin","2025-08-16","American basketball player (NC State Wolfpack, Harlem Globetrotters)","7771","False","Yes"
"Mohammed Sani Sami","2025-08-16","Nigerian politician","6673","True","No"
"Terence Stamp","2025-08-17","English actor (''Billy Budd'', ''Superman II'', ''The Adventures of Priscilla, Queen of the Desert'')","1421090","False","Yes"
"Joe Caroff","2025-08-17","American graphic designer","48308","False","Yes"
"Elon Dershowitz","2025-08-17","American film producer (''The Whole Truth'')","42152","False","Yes"
"James Farris","2025-08-17","American baseball player (Arizona Wildcats)","16917","False","Yes"
"Mark Kirton","2025-08-17","Canadian ice hockey player (Toronto Maple Leafs, Detroit Red Wings, Vancouver Canucks)","14516","False","Yes"
"Gayle Cook","2025-08-17","American medical manufacturing executive","8211","False","Yes"
"Debebe Eshetu","2025-08-17","Ethiopian actor (''Shaft in Africa'')","6496","False","Yes"
"John Bartley","2025-08-17","New Zealand-born Canadian cinematographer (''The X-Files'', ''Lost'', ''Wrong Turn'')","5257","False","Yes"
"Joe Hickerson","2025-08-17","American folk singer and lyricist (""Where Have All the Flowers Gone?"")","4818","False","Yes"
"Julio César León","2025-08-17","Venezuelan Olympic track cyclist (1948)","4084","True","No"
"Jean Pormanove","2025-08-18","French streamer","309188","False","Yes"
"Achyut Potdar","2025-08-18","Indian actor (''Dabangg 2'', ''Ferrari Ki Sawaari'', ''3 Idiots'')","92651","False","Yes"
"Vivian Ayers Allen","2025-08-18","American poet and playwright","65315","False","Yes"
"Tendai Ndoro","2025-08-18","Zimbabwean footballer (Cape Town City, Orlando Pirates, national team)","43565","False","Yes"
"Gilbert Mendonca","2025-08-18","Indian politician and convicted land-grabber","29559","False","Yes"
"Bill Williams","2025-08-18","American broadcaster (WBIR-TV)","9838","True","No"
"Nissar","2025-08-18","Indian film director (''Sudhinam'', ''Three Men Army'', ''Captain'')","9447","False","Yes"
"Jack McClelland","2025-08-18","American Hall of Fame poker tournament director (WSOP)","6997","False","Yes"
"Banu Kırbağ","2025-08-18","Turkish singer","3207","False","Yes"
"Abraham Than","2025-08-18","Burmese Roman Catholic prelate","2997","False","Yes"
"Eemeli Peltonen","2025-08-19","Finnish politician","79066","False","Yes"
"Luz","2025-08-19","Japanese singer","48222","True","No"
"Razak Omotoyossi","2025-08-19","Nigerian-born Beninese footballer (Sheriff Tiraspol, Helsingborg, Benin national team)","35812","True","No"
"Michael Antunes","2025-08-19","American saxophonist (John Cafferty & the Beaver Brown Band, Ernie and the Automatics) and actor (''Eddie and the Cruisers'')","20381","False","Yes"
"Herwig Schopper","2025-08-19","German experimental physicist","11998","False","Yes"
"Michel Odent","2025-08-19","French obstetrician","10132","True","No"
"Martin Laamers","2025-08-19","Dutch footballer (Vitesse, Gent, national team)","9796","True","No"
"Eduardo Serra","2025-08-19","Portuguese cinematographer (''The Wings of the Dove'', ''Harry Potter and the Deathly Hallows'', ''Girl with a Pearl Earring'')","7905","False","Yes"
"Ken Shuttleworth","2025-08-19","English cricketer (Lancashire, Leicestershire, national team)","7518","False","Yes"
"John Sherwood","2025-08-19","British hurdler","5498","False","Yes"
"Frank Caprio","2025-08-20","American judge and television personality (''Parking Wars'')","1342343","False","Yes"
"Brent Hinds","2025-08-20","American heavy metal musician (Mastodon, Giraffe Tongue Orchestra) and songwriter (""Colony of Birchmen"")","568308","False","Yes"
"Humpy Wheeler","2025-08-20","American racing executive and actor (''Cars'')","58037","False","Yes"
"Józef Kowalczyk","2025-08-20","Polish Roman Catholic prelate","15709","True","No"
"Norma Nolan","2025-08-20","Argentine model and beauty pageant winner","10098","False","Yes"
"Dame Annette Brooke","2025-08-20","British politician","9032","True","No"
"Sona Ram Choudhary","2025-08-20","Indian politician","7657","False","Yes"
"Levan Gachechiladze","2025-08-20","Georgian wine industry executive and politician","6262","False","Yes"
"Gérard Chaliand","2025-08-20","Belgian-French historian","5202","True","No"
"Malcolm Margolin","2025-08-20","American author and publisher (Heyday Books)","4462","True","No"
"James Dobson","2025-08-21","American evangelist and writer (''Marriage Under Fire'')","589885","False","Yes"
"Swraj Paul, Baron Paul","2025-08-21","Indian-born British industrialist and politician","36814","False","Yes"
"Stanisław Sojka","2025-08-21","Polish jazz and pop musician and composer","26308","False","Yes"
"Gail Shea","2025-08-21","Canadian politician","20420","False","Yes"
"Stuart Prebble","2025-08-21","British television executive","15020","False","Yes"
"Gordon Bowker","2025-08-21","American businessman","14647","False","Yes"
"Vazhoor Soman","2025-08-21","Indian politician","11283","True","No"
"Jan Erik Berntsen","2025-08-21","Norwegian actor and singer","10438","False","Yes"
"Rod Petrie","2025-08-21","Scottish football executive","9283","True","No"
"Eugen Gomringer","2025-08-21","Bolivian-born Swiss poet","5531","True","No"
"Jaswinder Bhalla","2025-08-22","Indian actor (''Jatt & Juliet'', ''Carry On Jatta'', ''Mahaul Theek Hai'') and comedian","335773","False","Yes"
"Ron Turcotte","2025-08-22","Canadian Hall of Fame jockey (Secretariat)","75820","False","Yes"
"Zuristyo Firmadata","2025-08-22","Indonesian politician","16545","False","Yes"
"Iryna Zarutska","2025-08-22","Ukrainian refugee","15346","False","Yes"
"Suravaram Sudhakar Reddy","2025-08-22","Indian politician","14950","False","Yes"
"Céline Ratsiraka","2025-08-22","Malagasy politician","13356","True","No"
"Martin Smyth","2025-08-22","Northern Irish politician","10402","False","Yes"
"Yaroslav Yevdokimov","2025-08-22","Ukrainian-born Belarusian singer","9024","False","Yes"
"Kali Prasad Pandey","2025-08-22","Indian politician","7882","True","No"
"Raymond A. Mason","2025-08-22","American financier","4955","False","Yes"
"Jerry Adler","2025-08-23","American actor (''The Sopranos'', ''Rescue Me'', ''The Good Wife'')","276766","True","No"
"Maurice Tempelsman","2025-08-23","Belgian-American diamond magnate","101182","False","Yes"
"Forrest Lucas","2025-08-23","American oil industry executive","29362","False","Yes"
"Nandi Nyembe","2025-08-23","South African actress (''Yesterday'', ''Ses'Top La'', ''Ashes to Ashes'')","25799","False","Yes"
"Artur Zheji","2025-08-23","Albanian journalist and television host","14523","False","Yes"
"Gerry Harrison","2025-08-23","English football commentator","13489","False","Yes"
"Kirill Vyshinsky","2025-08-23","Ukrainian-born Russian journalist","10856","False","Yes"
"Stephen Muss","2025-08-23","American real estate developer and philanthropist","6446","False","Yes"
"Giles Havergal","2025-08-23","Scottish theatre director","6286","False","Yes"
"Dave Taylor","2025-08-23","British comic book artist (''Force Works'', ''Batman'', ''Judge Dredd'')","5060","True","No"
"Verónica Echegui","2025-08-24","Spanish actress (''My Name Is Juani'', ''You're Killing Me Susana'', ''My Heart Goes Boom!'')","151553","False","Yes"
"Floyd Levine","2025-08-24","American actor (''Bloodbrothers'', ''Melrose Place'', ''Airplane II: The Sequel'')","33448","False","Yes"
"Mariuxi Sánchez","2025-08-24","Ecuadorian politician","11954","False","Yes"
"Khaled Louma","2025-08-24","Algerian musician and radio presenter","11580","False","Yes"
"Mort Todd","2025-08-24","American writer and businessman","11152","False","Yes"
"Joseph I. Castro","2025-08-24","American academic administrator","9689","False","Yes"
"Marc Hill","2025-08-24","American baseball player (St. Louis Cardinals, San Francisco Giants, Chicago White Sox)","9313","False","Yes"
"Emam-Ali Habibi","2025-08-24","Iranian freestyle wrestler","9204","True","No"
"Biko Botowamungu","2025-08-24","Austrian Olympic boxer (1988)","5868","False","Yes"
"Richard Hobert","2025-08-24","Swedish film director (''Spring of Joy'', ''Everybody Loves Alice'')","5813","False","Yes"
"Joy Banerjee","2025-08-25","Indian actor (''Nagmoti'') and politician","61577","False","Yes"
"Angela Mortimer","2025-08-25","British Hall of Fame tennis player","46719","False","Yes"
"Frank Price","2025-08-25","American television producer (''The Virginian'') and studio executive (Columbia Pictures, Universal Television)","32414","False","Yes"
"Barbara Jakobson","2025-08-25","American art collector","27085","False","Yes"
"James Mosley","2025-08-25","British librarian and historian","23250","True","No"
"Rainer Weiss","2025-08-25","German-American physicist (LIGO)","18765","False","Yes"
"Jim Murray","2025-08-25","American football executive","12614","False","Yes"
"Israeli airstrikes on Nasser Hospital in Gaza City","2025-08-25",":","11516","False","Yes"
"Mariam Dagga","2025-08-25","journalist[https://www","9091","True","No"
"Paul Johnson","2025-08-25","English footballer (Stoke City, Southern California Lazers, Chester)","6496","False","Yes"
"Akinwale Arobieke","2025-08-26","British convicted criminal","63284","False","Yes"
"David Warburton","2025-08-26","British politician","47977","False","Yes"
"Edward Faulkner","2025-08-26","American actor (''Hellfighters'', ''The Green Berets'', ''Rio Lobo'')","16227","True","No"
"Tim Armstead","2025-08-26","American jurist and politician","12306","False","Yes"
"Kathy Galloway","2025-08-26","Scottish Church of Scotland minister and leader of the Iona Community","7174","False","Yes"
