"name","death_date","description","pageviews","llm_knows_death","llm_response"
"James Leprino","2025-06-19","American businessman (Leprino Foods)","17150","False","Yes"
"John R. Casani","2025-06-19","American engineer","16118","True","No"
"Mikayla Raines","2025-06-20","American YouTuber and animal rehabilitator","287442","False","Yes"
"Patrick Walden","2025-06-20","English guitarist (Babyshambles)","84535","False","Yes"
"Marita Camacho Quirós","2025-06-20","Costa Rican socialite and supercentenarian","42321","True","No"
"Blake Farenthold","2025-06-20","American politician","19669","True","No"
"Maria Voce","2025-06-20","Italian theologian","17146","False","Yes"
"Helen De Cruz","2025-06-20","Belgian philosopher","15071","False","Yes"
"Frederick W. Smith","2025-06-21","American transportation industry executive","336576","True","No"
"David Lawrence","2025-06-21","English cricketer (Gloucestershire, national team)","52749","False","Yes"
"Saeed Izadi","2025-06-21","Iranian commander","21501","False","Yes"
"John McCallum","2025-06-21","Canadian politician","21385","False","Yes"
"Behnam Shahriyari","2025-06-21","Iranian senior official in the IRGC","18511","False","Yes"
"Joe Marinelli","2025-06-22","American actor (''Santa Barbara'', ''The Morning Show'', ''General Hospital'')","37035","True","No"
"Franco Testa","2025-06-22","Italian pursuit cyclist","24397","True","No"
"Arnaldo Pomodoro","2025-06-22","Italian sculptor (''Sphere Within Sphere'')","23610","False","Yes"
"Chester Weger","2025-06-22","American convicted murderer","20814","False","Yes"
"Mick Ralphs","2025-06-23","English Hall of Fame guitarist (Mott the Hoople, Bad Company) and songwriter (""Feel Like Makin' Love"")","216679","False","Yes"
"Rebekah Del Rio","2025-06-23","American singer and actress (''Mulholland Drive'')","80553","False","Yes"
"Dilip Doshi","2025-06-23","Indian cricketer (Bengal, Nottinghamshire, national team)","63241","False","Yes"
"John Clark","2025-06-23","Scottish football player (Celtic, national team) and manager (Clyde)","31980","True","No"
"Gérard Lefranc","2025-06-23","French Olympic fencer (1960)","15561","True","No"
"Lea Massari","2025-06-23","Italian actress (''L'Avventura'', ''Murmur of the Heart'', ''Christ Stopped at Eboli'')","15380","True","No"
"Bobby Sherman","2025-06-24","American singer (""Little Woman"", ""Julie, Do Ya Love Me"") and actor (''Here Come the Brides'')","714271","True","No"
"Juliana Marins","2025-06-24","Brazilian solo traveler","103499","True","No"
"Clark Olofsson","2025-06-24","Swedish criminal (Norrmalmstorg robbery)","81387","False","Yes"
"Serge Fiori","2025-06-24","Canadian singer (Harmonium)","40267","False","Yes"
"Alvaro Vitali","2025-06-24","Italian actor (''Amarcord'', ''The School Teacher'', ''Pierino contro tutti'')","21685","False","Yes"
"Richard Gerald Jordan","2025-06-25","American convicted murderer","82165","False","Yes"
"John Mew","2025-06-25","British orthodontist (Mewing)","71285","False","Yes"
"Chua Lam","2025-06-25","Singaporean-Hong Kong food critic and film producer (''Heart of Dragon'', ''The Seventh Curse'', ''Mr. Nice Guy'')","42354","True","No"
"Gerry Philbin","2025-06-25","American football player (New York Jets, Philadelphia Eagles, New York Stars)","21677","True","No"
"Rick Hurst","2025-06-26","American actor (''The Dukes of Hazzard'', ''Steel Magnolias'', ''Earth Girls Are Easy'')","200383","False","Yes"
"Lalo Schifrin","2025-06-26","Argentine-born American film and television composer (''Mission: Impossible'', ''Dirty Harry'', ''Rush Hour'')","176475","False","Yes"
"Bill Moyers","2025-06-26","American journalist and political commentator (''Bill Moyers Journal'')","155869","False","Yes"
"Takutai Tarsh Kemp","2025-06-26","New Zealand politician","35743","False","Yes"
"Ocasional Talento","2025-06-26","Bolivian rapper","34062","False","Yes"
"Carolyn McCarthy","2025-06-26","American politician","33186","False","Yes"
"Shefali Jariwala","2025-06-27","Indian reality show personality (''Nach Baliye'', ''Bigg Boss'') and actress (''Baby Come Naa'')","2122348","False","Yes"
"Takahiro Shiraishi","2025-06-27","Japanese convicted serial killer","369481","False","Yes"
"Tim Pollard","2025-06-27","English actor and entertainer (Robin Hood)","22488","True","No"
"Dave Parker","2025-06-28","American Hall of Fame baseball player (Cincinnati Reds, Pittsburgh Pirates, Oakland Athletics)","368388","False","Yes"
"D. Wayne Lukas","2025-06-28","American Hall of Fame horse trainer","95176","False","Yes"
"Aminu Dantata","2025-06-28","Nigerian oil industry executive and banker","76236","False","Yes"
"Wayne Larkins","2025-06-28","English cricketer (Northamptonshire, national team)","40237","False","Yes"
"Gilda Cruz-Romo","2025-06-28","Mexican operatic soprano (Metropolitan Opera)","16361","False","Yes"
"Sandy Gall","2025-06-29","Scottish journalist and television presenter","73615","True","No"
"Stuart Burrows","2025-06-29","Welsh operatic tenor","28667","False","Yes"
"Oliver Gibson","2025-06-29","American football player (Pittsburgh Steelers, Cincinnati Bengals)","23653","False","Yes"
"Mark Brokaw","2025-06-29","American theatre director (''How I Learned to Drive'')","18798","False","Yes"
"Maureen Hingert","2025-06-29","Sri Lankan actress (''Fort Bowie'', ''Gun Fever'') and beauty queen (Miss Ceylon 1955)","18324","True","No"
"IMDb","2025-06-30","","111669","False","Yes"
"Kenneth Colley","2025-06-30","English actor (''Star Wars'', ''Monty Python's Life of Brian'', ''Firefox'')","90707","False","Yes"
"Jim Shooter","2025-06-30","American comic book writer (''Secret Wars'', ''Superman'') and editor (Marvel Comics)","65959","False","Yes"
"Frank Barrie","2025-06-30","British actor (''Lunch with Marlene'', ''EastEnders'')","37923","False","Yes"
"Nydia Quintero Turbay","2025-06-30","Colombian philanthropist","27999","True","No"
"Thio Su Mien","2025-06-30","Singaporean lawyer and academic","17866","False","Yes"
"William C. Rogers III","2025-06-30","American Navy captain","17428","True","No"
"Gamini Lokuge","2025-06-30","Sri Lankan politician","15613","True","No"
"Jimmy Swaggart","2025-07-01","American evangelist","591492","True","No"
"Alex Delvecchio","2025-07-01","Canadian Hall of Fame ice hockey player (Detroit Red Wings)","33835","True","No"
"Mihai Leu","2025-07-01","Romanian boxer (Dinamo București) and rally driver (Romanian Rally Championship)","32542","False","Yes"
"David Lipsey, Baron Lipsey","2025-07-01","British journalist and life peer (since 1999)","20767","False","Yes"
"Julian McMahon","2025-07-02","Australian actor (''Nip/Tuck'', ''Fantastic Four'', ''Home and Away'')","3102273","False","Yes"
"Sophia Hutchins","2025-07-02","American talent manager","457366","False","Yes"
"Gerald Harper","2025-07-02","English actor (''Hadleigh'', ''Adam Adamant Lives!'', ''A Night to Remember'')","61823","True","No"
"Terry Brown","2025-07-02","New Zealand brothel owner","28374","True","No"
"Mikhail Gudkov","2025-07-02","Russian military commander","19621","False","Yes"
"Juan Álvarez","2025-07-02","Mexican Olympic footballer (1972)","19217","True","No"
"Diogo Jota","2025-07-03","Portuguese footballer (Wolverhampton Wanderers, Liverpool, national team)","5634561","False","Yes"
"Michael Madsen","2025-07-03","American actor (''Reservoir Dogs'', ''Kill Bill'', ''Donnie Brasco'')","2407988","False","Yes"
"André Silva","2025-07-03","Portuguese footballer (Penafiel)","1039189","False","Yes"
"Peter Rufai","2025-07-03","Nigerian footballer (Farense, Stationery Stores, national team)","126994","False","Yes"
"David Mabuza","2025-07-03","South African politician","90396","False","Yes"
"Borja Gómez","2025-07-03","Spanish motorcycle racer (FIM Stock European Championship)","67832","False","Yes"
"Enriqueta Duarte","2025-07-03","Argentine Olympic swimmer (1948)","40559","True","No"
"Lolit Solis","2025-07-03","Filipino talk show host and talent manager","38056","False","Yes"
"Klára Kolouchová","2025-07-03","Czech mountaineer","34318","True","No"
"Billy Hunter","2025-07-03","American baseball player (St. Louis Browns, Baltimore Orioles) and manager (Texas Rangers)","30638","True","No"
"Din Mohammad","2025-07-03","Pakistani wrestler","26596","True","No"
"Suet Nei","2025-07-03","Hong Kong actress (''Old Time Buddy: To Catch a Thief'', ''At the Threshold of an Era'', ''To Catch the Uncatchable'')","15762","False","Yes"
"Bobby Jenks","2025-07-04","American baseball player (Chicago White Sox, Boston Red Sox)","265621","True","No"
"Young Noble","2025-07-04","American rapper (Outlawz)","140278","False","Yes"
"Lyndon Byers","2025-07-04","Canadian ice hockey player (Boston Bruins, San Jose Sharks) and radio host (WAAF-FM)","104104","True","No"
"Mark Snow","2025-07-04","American film and television composer (''The X-Files'', ''Smallville'', ''Blue Bloods'')","73324","True","No"
"Peter Russell-Clarke","2025-07-04","Australian chef and television personality (''Come and Get It'')","42633","True","No"
"Chow Chung","2025-07-04","Hong Kong actor (''Old Time Buddy: To Catch a Thief'', ''Point of No Return'')","21402","False","Yes"
"Richard Greenberg","2025-07-04","American playwright (''Take Me Out'', ''Eastern Standard'', ''Three Days of Rain'')","20483","False","Yes"
"Luís Jardim","2025-07-04","Portuguese percussionist","16854","True","No"
"Helena Tattermuschová","2025-07-06","Czech operatic soprano (National Theatre)","24699","False","Yes"
"Ed Fiori","2025-07-06","American golfer","24512","False","Yes"
"Simon Groot","2025-07-06","Dutch agronomist","21652","True","No"
"Norman Tebbit, Baron Tebbit","2025-07-07","British politician","167979","False","Yes"
"Roman Starovoyt","2025-07-07","Russian politician","103848","False","Yes"
"Wayne Dobson","2025-07-07","English magician","62738","True","No"
"Olivier Marleix","2025-07-07","French politician","36377","False","Yes"
"Siva Shakthi Datta","2025-07-07","Indian film director (''Chandrahas'')","25597","True","No"
"Bradman Weerakoon","2025-07-07","Sri Lankan civil servant","21096","True","No"
"Pettis Norman","2025-07-07","American football player (Dallas Cowboys, San Diego Chargers)","15254","True","No"
"James Carter Cathcart","2025-07-08","American voice actor (''Pokémon'', ''Yu-Gi-Oh! Duel Monsters'', ''Sonic X'')","133536","True","No"
"Bismillah Jan Shinwari","2025-07-08","Afghan cricket umpire","22759","False","Yes"
"Alan G. Hassenfeld","2025-07-08","American toy industry executive","19086","False","Yes"
"Fanny Howe","2025-07-08","American poet","18120","False","Yes"
"Ian Blair, Baron Blair of Boughton","2025-07-09","British police officer and life peer","69107","False","Yes"
"Glen Michael","2025-07-09","British children's television presenter and entertainer (''Francie and Josie'')","50433","True","No"
"Lee Elia","2025-07-09","American baseball player (Chicago White Sox) and manager (Philadelphia Phillies, Chicago Cubs)","45165","True","No"
"Joe Coleman","2025-07-09","American baseball player (Washington Senators, Detroit Tigers, Oakland Athletics)","36862","True","No"
"Frank Layden","2025-07-09","American basketball coach (Niagara, Utah Jazz, Utah Starzz) and executive","31012","True","No"
"Ryan Reid","2025-07-09","American basketball player (Florida State Seminoles, Tulsa 66ers, Oklahoma City Thunder)","26410","False","Yes"
"Ihor Poklad","2025-07-09","Ukrainian composer","17834","False","Yes"
"David Gergen","2025-07-10","American political commentator and advisor","151665","False","Yes"
"Bun Hay Mean","2025-07-10","French comedian and actor (''Asterix & Obelix: The Middle Kingdom'')","58591","False","Yes"
"Rene Kirby","2025-07-11","American actor (''Shallow Hal'', ''Stuck on You'')","42074","False","Yes"
"David Kaff","2025-07-11","British musician (Rare Bird, Spinal Tap) and actor (''This Is Spinal Tap'')","31689","True","No"
"Donald Rose","2025-07-11","British supercentenarian and World War II veteran","27442","True","No"
"Martin Cruz Smith","2025-07-11","American novelist (''Gorky Park'', ''Nightwing'', ''Havana Bay'')","26435","False","Yes"
"Luis Sharpe","2025-07-11","Cuban football player (Arizona Cardinals)","25047","False","Yes"
"Iris Williams","2025-07-11","Welsh singer","23936","False","Yes"
"Raymond Guiot","2025-07-11","French flautist (Opéra de Paris, composer and academic teacher (Conservatoire de Paris).[https://flutealmanac.com/raymond-guiot-obituary-french-flutist-moyse-student/ Raymond Guiot : A Life in Sound, Spirit, and Style]","19529","True","No"
"Jim Clancy","2025-07-12","American baseball player (Toronto Blue Jays, Houston Astros, Atlanta Braves)","36552","False","Yes"
"Kota Srinivasa Rao","2025-07-13","Indian actor (''Krishnam Vande Jagadgurum'', ''Attarintiki Daredi'', ''Little Soldiers'') and politician","368737","False","Yes"
"Muhammadu Buhari","2025-07-13","Nigerian military officer and politician","341789","False","Yes"
"Dave Cousins","2025-07-13","English musician (Strawbs) and songwriter (""Lay Down"", ""Shine on Silver Sun"")","50310","False","Yes"
"Sikiru Kayode Adetona","2025-07-13","Nigerian monarch","28882","False","Yes"
"Bill Chamberlain","2025-07-13","American basketball player (Memphis Tams, Kentucky Colonels, Phoenix Suns)","25945","True","No"
"Andrea Gibson","2025-07-14","American poet","554717","False","Yes"
"John MacArthur","2025-07-14","American pastor (Grace Community Church) and evangelist","416739","False","Yes"
"B. Saroja Devi","2025-07-14","Indian actress (''Mallammana Pavada'', ''Panduranga Mahatyam'', ''Nadodi Mannan'')","362983","False","Yes"
"Fauja Singh","2025-07-14","Indian-British marathon runner and longevity claimant","209297","True","No"
"Thierry Ardisson","2025-07-14","French television producer and host","114727","False","Yes"
"Eileen Fulton","2025-07-14","American actress (''As the World Turns, Nero Wolfe, Our Private World'')","61127","False","Yes"
"Chang Jung-lin","2025-07-14","Taiwanese professional pool player","31653","False","Yes"
"Lamont Green","2025-07-14","American football player (Atlanta Falcons, Carolina Panthers)","17030","False","Yes"
"Judy Loe","2025-07-15","English actress (''Singles'', ''Space Island One'', ''Casualty'')","254511","False","Yes"
"Dheeraj Kumar","2025-07-15","Indian actor (''Sargam'', ''Roti Kapada Aur Makaan'', ''Beharoopia'')","188474","False","Yes"
"Bradley John Murdoch","2025-07-15","Australian convicted murderer (Peter Falconio)","131012","False","Yes"
"Audun Grønvold","2025-07-15","Norwegian alpine and freestyle skier","24550","False","Yes"
"Connie Francis","2025-07-16","American pop singer (""Everybody's Somebody's Fool"", ""Pretty Little Baby"", ""My Heart Has a Mind of Its Own"")","1433654","False","Yes"
"James Doty","2025-07-16","American physician","65615","False","Yes"
"Wayne Thomas","2025-07-16","Canadian ice hockey player (Montreal Canadiens, Toronto Maple Leafs, New York Rangers)","31131","False","Yes"
"Gary Karr","2025-07-16","American double bassist","29407","False","Yes"
"Phoebe Asiyo","2025-07-16","Kenyan politician and women's rights activist","27704","True","No"
"Barrie Robran","2025-07-16","Australian footballer (North Adelaide)","20769","True","No"
"Claus Peymann","2025-07-16","German theatre director and intendant (Burgtheater, Berliner Ensemble)","20667","True","No"
"Felix Baumgartner","2025-07-17","Austrian skydiver and extreme sportsman (Red Bull Stratos)","884212","False","Yes"
"Bryan Braman","2025-07-17","American football player (Houston Texans, Philadelphia Eagles)","392650","False","Yes"
"Jake Larson","2025-07-17","American WWII veteran and TikToker","27110","False","Yes"
"Wyn Davies","2025-07-17","Welsh footballer (Newcastle United, Bolton Wanderers, national team)","25721","True","No"
"Joanna Kołaczkowska","2025-07-17","Polish actress","19094","False","Yes"
"Skip Brittenham","2025-07-17","American attorney","15842","False","Yes"
"Edwin Feulner","2025-07-18","American political scientist","95266","False","Yes"
"Fish Venkat","2025-07-18","Indian actor (''Kushi'', ''Aadi'', ''Samanyudu'')","80405","False","Yes"
"Kenneth Washington","2025-07-18","American actor (''Hogan's Heroes'', ''Adam-12'', ''Westworld'')","78326","True","No"
"Helen Cornelius","2025-07-18","American country singer-songwriter","34195","False","Yes"
"Rex White","2025-07-18","American Hall of Fame racing driver","27253","False","Yes"
"Velu Prabhakaran","2025-07-18","Indian film director (''Adhisaya Manithan'', ''Rajali'', ''Puratchikkaaran'')","25211","False","Yes"
"Sir Roger Norrington","2025-07-18","British conductor (London Classical Players, Camerata Salzburg, Stuttgart Radio Symphony Orchestra)","23119","True","No"
"Hitomi Obara","2025-07-18","Japanese wrestler","22295","False","Yes"
"Jimmy Hunt","2025-07-18","American actor (''Invaders from Mars'', ''Cheaper by the Dozen'', ''Sorry, Wrong Number'')","19809","True","No"
"Joseph Casello","2025-07-18","American politician","16786","False","Yes"
"David Alliance, Baron Alliance","2025-07-18","Iranian-born British retailer","16565","False","Yes"
"Shunsaku Tamiya","2025-07-18","Japanese business executive (Tamiya Corporation)","15357","False","Yes"
"Al-Waleed bin Khalid Al-Saud","2025-07-19","Saudi prince","144918","False","Yes"
"M. K. Muthu","2025-07-19","Indian actor (''Pillaiyo Pillai'', ''Pookkari'', ''Anaiya Vilakku'')","90235","False","Yes"
"David Benaron","2025-07-19","American digital health businessman","64135","False","Yes"
"Giora Epstein","2025-07-19","Israeli Air Force officer and fighter ace","45903","False","Yes"
"Joanna Macy","2025-07-19","American environmentalist","35441","False","Yes"
"Béatrice Uria-Monzon","2025-07-19","French mezzo-soprano","26602","False","Yes"
"Charles Augins","2025-07-19","American actor","22528","False","Yes"
"Malcolm-Jamal Warner","2025-07-20","American actor (''The Cosby Show'', ''Malcolm & Eddie'', ''The Resident'') and musician","4745057","False","Yes"
"Preta Gil","2025-07-20","Brazilian singer-songwriter","150492","False","Yes"
"Tom Troupe","2025-07-20","American actor (''Kelly's Heroes'', ''My Own Private Idaho'', ''The Devil's Brigade'')","109388","False","Yes"
"Chandra Barot","2025-07-20","Indian film director (''Don'')","29543","True","No"
"Donald Soffer","2025-07-20","American businessman and real estate developer","24919","False","Yes"
"V. S. Achuthanandan","2025-07-21","Indian politician","338675","False","Yes"
"Roy Black","2025-07-21","American defense attorney","111019","False","Yes"
"Sir Kenneth Calman","2025-07-21","Scottish oncologist and academic administrator","31953","True","No"
"David Rendall","2025-07-21","English operatic tenor","26058","True","No"
"June Wilkinson","2025-07-21","English actress (''The Private Lives of Adam and Eve'', ''The Bellboy and the Playgirls'') and model (Playboy Magazine)","20878","True","No"
"Thomas Anthony Durkin","2025-07-21","American defense attorney","20720","False","Yes"
"Pau Alsina","2025-07-21","Spanish motorcycle racer","18460","False","Yes"
"John Palmer","2025-07-21","English musician (Family, Blossom Toes, Bakerloo)","15895","True","No"
"Ozzy Osbourne","2025-07-22","English Hall of Fame musician (Black Sabbath)","13675365","False","Yes"
"Chuck Mangione","2025-07-22","American flugelhornist","1259801","False","Yes"
"George Kooymans","2025-07-22","Dutch musician (Golden Earring) and songwriter (""Twilight Zone"", ""Radar Love"")","111554","False","Yes"
"Joey Jones","2025-07-22","Welsh footballer (Wrexham, Liverpool, national team)","95850","False","Yes"
"Julian LeFay","2025-07-22","Danish video game designer (''The Elder Scrolls'', ''Dragon's Lair'', ''The Terminator 2029'')","84867","False","Yes"
"Alfie Wise","2025-07-22","American actor (''Smokey and the Bandit'', ''The Cannonball Run'', ''Stroker Ace'')","25364","True","No"
"John Fallon","2025-07-22","Scottish footballer (Celtic)","20111","True","No"
"Mian Muhammad Azhar","2025-07-22","Pakistani politician","19960","False","Yes"
"Irina Podnosova","2025-07-22","Russian jurist","16352","False","Yes"
"Lawrence Bossidy","2025-07-22","American conglomerate industry executive","15664","False","Yes"
"George Veikoso","2025-07-23","Fijian musician","131309","True","No"
"Arnold Palacios","2025-07-23","Northern Marianan politician","32962","False","Yes"
"Henri Szeps","2025-07-23","Swiss-born Australian actor (''Mother and Son'', ''Palace of Dreams'', ''Run Rebecca, Run'')","25633","False","Yes"
"Ratan Thiyam","2025-07-23","Indian playwright (''Lairembigee Eshei'')","24101","True","No"
"Tony Peers","2025-07-23","British actor (''Emmerdale'', ''Coronation Street'', ''L.A. Without a Map'')","16578","False","Yes"
"Hulk Hogan","2025-07-24","American Hall of Fame professional wrestler (WWF, WCW) and actor (''Suburban Commando'')","6612086","False","Yes"
"Dame Cleo Laine","2025-07-24","English jazz singer (''On the Town'')","246488","False","Yes"
"Tommy McLain","2025-07-24","American swamp pop musician (""Sweet Dreams"")","24549","False","Yes"
"G. Holmes Braddock","2025-07-24","American politician","23216","True","No"
"Danny Peacock","2025-07-24","Australian rugby league footballer (Western Suburbs, Gold Coast, Bradford Bulls)","15596","False","Yes"
"Dwight Muhammad Qawi","2025-07-25","American boxer","43908","True","No"
"Sir David Nabarro","2025-07-25","British medical academic and international civil servant","20716","False","Yes"
"Doris Gercke","2025-07-25","German writer","20289","True","No"
"Sandra Grimes","2025-07-25","American intelligence agent","17064","True","No"
"Tom Lehrer","2025-07-26","American singer-songwriter (""The Elements"", ""The Old Dope Peddler"", ""The Vatican Rag"")","556723","True","No"
"Ziad Rahbani","2025-07-26","Lebanese composer","223915","False","Yes"
"Daddy Lumba","2025-07-26","Ghanaian singer-songwriter and musician","110878","False","Yes"
"Willie Irvine","2025-07-26","Northern Irish footballer (Burnley, Preston North End, national team)","30971","True","No"
"Ray French","2025-07-26","English rugby league (St. Helens, Widnes) and union (national team) player","25416","True","No"
"Andrew Oliver","2025-07-26","New Zealand man","16945","True","No"
"Horst Mahler","2025-07-27","German lawyer","49815","False","Yes"
"Herbert Brandl","2025-07-27","Austrian painter (Junge Wilde) and academic (University of Applied Arts Vienna)","25346","False","Yes"
"Edward O'Grady","2025-07-27","Irish National Hunt racehorse trainer","22293","False","Yes"
"Ryne Sandberg","2025-07-28","American Hall of Fame baseball player (Chicago Cubs) and manager (Philadelphia Phillies)","859883","False","Yes"
"Laura Dahlmeier","2025-07-28","German biathlete","236729","False","Yes"
"Wallis Annenberg","2025-07-28","American philanthropist","77508","False","Yes"
"Alejandra Oliveras","2025-07-28","Argentine boxer","68755","False","Yes"
"Amelia Freedman","2025-07-28","British arts administrator (Nash Ensemble)","23953","True","No"
"Shane Devon Tamura","2025-07-28","American mass murderer (2025 Midtown Manhattan shooting)","21815","True","No"
"Joseph Ziegler","2025-07-28","Canadian actor (''Side Effects'', ''Black Harbour'', ''The Grid'') and theatre director","16594","False","Yes"
"Alon Abutbul","2025-07-29","Israeli actor (''The Dark Knight Rises'', ''London Has Fallen'', ''Rambo III'')","168460","False","Yes"
"Paul Mario Day","2025-07-29","English singer (Iron Maiden, More, The Sweet)","124899","False","Yes"
"Lena Cronqvist","2025-07-29","Swedish painter and sculptor","27255","True","No"
"Meghnad Desai, Baron Desai","2025-07-29","Indian-born British economist and politician","22011","False","Yes"
"Tom Cousins","2025-07-29","American real estate developer","20248","True","No"
"Sylvia Young","2025-07-30","British theatre teacher","43793","False","Yes"
"George Nigh","2025-07-30","American politician and academic administrator","42663","False","Yes"
"T. N. Manoharan","2025-07-30","Indian chartered accountant","28818","False","Yes"
"David Argue","2025-07-30","Australian actor (''Razorback'', ''Hercules Returns'', ''Gallipoli'')","26909","False","Yes"
"David Wilson Barnes","2025-07-30","American actor (''Hell on Wheels'', ''The Son'', ''Miss Sloane'')","16774","False","Yes"
"Lotfy Labib","2025-07-30","Egyptian actor (''The Embassy in the Building'', ''Keda Reda'', ''Assal Eswed'')","16344","False","Yes"
"IMDb","2025-07-31","","105573","False","Yes"
"Flaco Jiménez","2025-07-31","American musician (Texas Tornados, Los Super Seven)","81529","False","Yes"
"Robert Wilson","2025-07-31","American experimental theatre director and playwright (''Einstein on the Beach'')","65010","False","Yes"
"Chris Riley","2025-07-31","Australian Catholic priest","26269","True","No"
"Derk Sauer","2025-07-31","Dutch journalist and media proprietor","19538","False","Yes"
"Adriana Asti","2025-07-31","Italian actress (''Rocco and His Brothers'', ''Accattone'', ''The Phantom of Liberty'')","15122","False","Yes"
"Kalabhavan Navas","2025-08-01","Indian actor (''Hitler Brothers'', ''Junior Mandrake'', ''Mattupetti Machan'') and comedian","269671","False","Yes"
"Jeannie Seely","2025-08-01","American singer (""Don't Touch Me"", ""I'll Love You More (Than You Need)"", ""Wish I Didn't Have to Miss You"")","248692","False","Yes"
"Rahaman Ali","2025-08-01","American boxer","82969","True","No"
"Frank Grimes","2025-08-01","Irish actor (''A Bridge Too Far'', ''Strumpet City'', ''Coronation Street'')","30299","True","No"
"Jonathan Kaplan","2025-08-01","American film and television director (''The Accused'', ''Over the Edge'', ''ER'')","26804","False","Yes"
"Kelley Mack","2025-08-02","American actress (''The Walking Dead'')","483785","True","No"
"Madhan Bob","2025-08-02","Indian actor (''Magalir Mattum'', ''Gopura Deepam'', ''Ayya'') and comedian","107002","False","Yes"
"Norman Eshley","2025-08-02","English actor (''George and Mildred'', ''See No Evil'', ''Brookside'')","73346","True","No"
"Hilary Weston","2025-08-02","Irish-Canadian fashion industry executive (Selfridges) and lieutenant governor of Ontario","68844","False","Yes"
"Howie Tee","2025-08-02","English-born American DJ and record producer","40704","False","Yes"
"M. K. Sanu","2025-08-02","Indian writer and literary critic","27610","False","Yes"
"Vladimir Popov","2025-08-02","Russian Greco-Roman wrestler","21861","False","Yes"
"Walker Evans","2025-08-02","American racing driver (NASCAR Craftsman Truck Series)","16314","False","Yes"
"Loni Anderson","2025-08-03","American actress (''WKRP in Cincinnati'', ''All Dogs Go to Heaven'', ''A Night at the Roxbury'')","1576690","False","Yes"
"Dame Stella Rimington","2025-08-03","British intelligence officer","94018","False","Yes"
"Sam Backo","2025-08-03","Australian rugby league player (Canberra Raiders, Brisbane Broncos, national team)","29935","True","No"
"Terry Reid","2025-08-04","English rock singer (Peter Jay and the Jaywalkers)","257520","False","Yes"
"Shibu Soren","2025-08-04","Indian politician","245219","False","Yes"
"James Whale","2025-08-04","British radio personality (Radio Aire, Talksport, talkRADIO) and television presenter","151968","False","Yes"
"Jane Morgan","2025-08-04","American singer (""Fascination"", ""The Day the Rains Came"", ""Two Different Worlds"")","47474","False","Yes"
"Shanawas","2025-08-04","Indian actor (''Aasha'', ''Mylanji'', ''Irattimadhuram'')","38841","True","No"
"Song Young-gyu","2025-08-04","South Korean actor","32596","False","Yes"
"Antonio Oteiza","2025-08-04","Spanish sculptor","21772","True","No"
"Jorge Costa","2025-08-05","Portuguese football player (Porto, national team)","236702","False","Yes"
"Satya Pal Malik","2025-08-05","Indian politician","149027","False","Yes"
"Ion Iliescu","2025-08-05","Romanian politician","99103","False","Yes"
"Col Joye","2025-08-05","Australian Hall of Fame singer and business manager (Bee Gees, Andy Gibb)","68641","False","Yes"
"Santhosh Balaraj","2025-08-05","Indian actor (''Kempa'', ''Ganapa'', ''Kariya 2'')","50042","False","Yes"
"Morton Meyerson","2025-08-05","American computer industry executive","26631","False","Yes"
"Frank Mill","2025-08-05","German footballer (Borussia Mönchengladbach, Borussia Dortmund, West Germany national team)","22617","False","Yes"
"Minnie Lou Bradley","2025-08-05","American Hall of Fame cattle rancher","21440","True","No"
"Leonard Lopate","2025-08-05","American radio personality (WKCR, WNYC)","21014","False","Yes"
"Lloyd A. Williams","2025-08-05","American community leader","16777","True","No"
"Suleiman Obeid","2025-08-06","Palestinian footballer (Shabab Al-Am'ari, national team)","243406","False","Yes"
"Edward Omane Boamah","2025-08-06","minister for communications  and defence (since 2025)[https://www","130653","False","Yes"
"Eddie Palmieri","2025-08-06","American pianist and composer","100450","False","Yes"
"Ghanaian Air Force Z-9 helicopter crash","2025-08-06",":","95982","True","No"
"Ibrahim Murtala Muhammed","2025-08-06","minister for environment","94904","False","Yes"
"Jon Miyahara","2025-08-06","American actor (''Superstore'')","28995","False","Yes"
"Samuel Sarpong","2025-08-06","Ashanti regional minister[https://www","22665","True","No"
"Volodymyr Bilotserkovets","2025-08-06","Ukrainian footballer (Zorya Luhansk)","20233","False","Yes"
"Jim Lovell","2025-08-07","American astronaut (Gemini 12, Apollo 8, Apollo 13)","775779","False","Yes"
"Myint Swe","2025-08-07","Burmese politician","34527","False","Yes"
"Antony Maitland","2025-08-07","British children's author and illustrator","21031","True","No"
"Nana Konadu Yiadom III","2025-08-07","Ghanaian traditional ruler","18733","False","Yes"
"Grass Wonder","2025-08-08","American Thoroughbred racehorse and sire","114667","True","No"
"William H. Webster","2025-08-08","American jurist and intelligence officer","68746","True","No"
"Terry Hennessey","2025-08-08","Welsh footballer (Birmingham City, Nottingham Forest, national team)","19491","False","Yes"
"Ray Brooks","2025-08-09","English actor (''Mr Benn'', ''Big Deal'', ''EastEnders'')","136402","False","Yes"
"Dale Webster","2025-08-09","American surfer","38560","False","Yes"
"John Cruickshank","2025-08-09","Scottish Royal Air Force officer","34841","True","No"
"Dame Steve Shirley","2025-08-09","German-born English computer industry executive and philanthropist (Autistica)","29103","False","Yes"
"Audu Ogbeh","2025-08-09","Nigerian politician","26421","False","Yes"
"Zhu Liang","2025-08-09","Chinese politician","17253","True","No"
"Bobby Whitlock","2025-08-10","American singer","120706","False","Yes"
"Biddy Baxter","2025-08-10","English television producer (''Blue Peter'')","90920","True","No"
