"name","death_date","description","pageviews"
"Roscoe Dixon","2021-04-15","American politician","2064"
"John Anthony Allan","2021-04-15","British geographer","1649"
"Adelino Sitoy","2021-04-15","Filipino lawyer","1543"
"Nikolai Olovyannikov","2021-04-15","Russian military pilot","1360"
"Bill Thieben","2021-04-15","American basketball player (Detroit Pistons)","1281"
"Jorge Fitch","2021-04-15","Mexican baseball player (Tigres del México, Pericos de Puebla)","868"
"Kunio Shimizu","2021-04-15","Japanese playwright","821"
"Evelyn McNicol","2021-04-15","Scottish explorer","790"
"Aleksandr Churilin","2021-04-15","Russian diplomat","706"
"Tom Sailí Ó Flaithearta","2021-04-15","Irish actor (''Ros na Rún'', ''Poitín'')","628"
"Dário de Castro","2021-04-15","Brazilian voice actor","584"
"Hedley Ringrose","2021-04-15","English clergyman","526"
"Mao Ayuth","2021-04-15","Cambodian film director","508"
"Leon van den Eijkel","2021-04-15","Dutch-born New Zealand artist","464"
"Bill McCall","2021-04-15","British trade union leader","387"
"Heather Spears","2021-04-15","Canadian-born Danish poet and novelist","375"
"Ron Giffin","2021-04-15","Canadian politician","294"
"Knut Jøran Helmers","2021-04-15","Norwegian chess player","226"
"Dimitrios Talaganis","2021-04-15","Greek architect","225"
"Roger Dewint","2021-04-15","Belgian artist","121"
"Akeel Al Saffar","2021-04-15","Iraqi politician","86"
"Poul Bilde","2021-04-15","Danish footballer (Vejle, national team)","76"
"Denis Field","2021-04-15","English triple jumper","25"
"Vito Di Terlizzi","2021-04-15","Italian Olympic long-distance runner (1960)","23"
"Patricio Castillo","2021-04-15","Mexican actor (''National Mechanics'', ''Letters from Marusia'', ''Amores perros'')","0"
"Helen McCrory","2021-04-16","English actress (''Peaky Blinders'', ''Harry Potter'', ''The Queen'')","3944553"
"Liam Scarlett","2021-04-16","British choreographer (The Royal Ballet)","149982"
"Felix Silla","2021-04-16","Italian-born American actor (''The Addams Family'', ''The Black Bird'', ''Return of the Jedi'') and stuntman","124711"
"Andrew Peacock","2021-04-16","Australian politician","103948"
"Charles Geschke","2021-04-16","American computer scientist","79839"
"Ranjit Sinha","2021-04-16","Indian police officer","32786"
"John Dawes","2021-04-16","Welsh rugby union player (Barbarian, British & Irish Lions, national team)","32447"
"Kakarla Subba Rao","2021-04-16","Indian radiologist","29791"
"Johnny Peirson","2021-04-16","Canadian ice hockey player (Boston Bruins) and broadcaster","23549"
"Barry Mason","2021-04-16","English songwriter (""Love Grows (Where My Rosemary Goes)"", ""The Last Waltz"", ""Delilah"")","20163"
"Richard Parry-Jones","2021-04-16","British automobile designer (Ford Motor Company)","19552"
"Mari Törőcsik","2021-04-16","Hungarian actress (''Electra, My Love'', ''Music Box'', ''Sunshine'')","13383"
"Lew Lewis","2021-04-16","English harmonica player (Eddie and the Hot Rods)","11967"
"Fred Arbanas","2021-04-16","American football player (Dallas Texans/Kansas City Chiefs)","11948"
"Nelson Haggerty","2021-04-16","American college basketball coach (North Texas Mean Green, Central Missouri Mules, Midwestern State Mustangs)","8797"
"Ole Anthony","2021-04-16","American minister","8259"
"Anthony Powell","2021-04-16","English costume designer (''Death on the Nile'', ''Tess'', ''Indiana Jones and the Last Crusade'')","8250"
"Sohaib Sultan","2021-04-16","American imam","7176"
"Jonathan Fryer","2021-04-16","British writer and politician","5453"
"Nader Dastneshan","2021-04-16","Iranian football player (Nassaji Mazandaran) and manager (Payam Mashad, Rayka Babol)","4551"
"Mike Mitchell","2021-04-16","American guitarist (The Kingsmen)","3445"
"Éric Raoult","2021-04-16","French politician","2761"
"Ludmila Guzun","2021-04-16","Moldovan politician","2691"
"Hussain Ahmed","2021-04-16","Indian Olympic footballer (1956)","2410"
"Edwin Apps","2021-04-16","English actor (''The Bargee'', ''The Messenger: The Story of Joan of Arc'', ''Vatel'')","2242"
"Serhiy Novikov","2021-04-16","Russian judoka","2039"
"Yessengaly Raushanov","2021-04-16","Kazakh poet","1326"
"Heinze Bakker","2021-04-16","Dutch sports journalist (Nederlandse Omroep Stichting)","1312"
"Fumio Hisamatsu","2021-04-16","Japanese manga artist (''Super Jetter'')","1147"
"Loyce W. Turner","2021-04-16","American politician","798"
"Daniel Kane","2021-04-16","Australian linguist","610"
"Krešimir Krnjević","2021-04-16","Croatian-born Canadian-British neurophysiologist","610"
"Robert Seibert","2021-04-16","American political scientist (Knox College)","595"
"Geoffrey Mains","2021-04-16","English cricketer (Gloucestershire)","589"
"Jean Kaltenbach","2021-04-16","French politician","580"
"Henri Goetschy","2021-04-16","French politician","573"
"Eldar Quliyev","2021-04-16","Azerbaijani film director (''Babek'')","533"
"Umberto Battist","2021-04-16","French politician","525"
"Bob Hodges","2021-04-16","Canadian Olympic speed skater (1968, 1972) and biochemist","452"
"Claude Jamet","2021-04-16","French footballer (LB Châteauroux)","435"
"Paul Schneider","2021-04-16","German sculptor","295"
"Ladi Ladebo","2021-04-16","Nigerian filmmaker","117"
"Al Bryant","2021-04-16","American football player (Edmonton Eskimos)","76"
"Robert Delgado","2021-04-16","American homeless man","75"
"Vivek","2021-04-17","Indian actor (''Run'', ''Saamy'', ''Parthiban Kanavu'') and comedian","1682423"
"Black Rob","2021-04-17","American rapper (""Whoa!"", ""Bad Boy for Life"")","488729"
"Osamu Kobayashi","2021-04-17","Japanese animator (''Ani*Kuri15'', ''Naruto'', ''Grandia'')","126580"
"Sir Michael Oswald","2021-04-17","British horse racing manager","21089"
"Narendra Kohli","2021-04-17","Indian novelist and academic","10171"
"Franklin Khan","2021-04-17","Trinidadian politician","10104"
"Frank Judd, Baron Judd","2021-04-17","British politician","9122"
"Erol Demiröz","2021-04-17","Turkish actor (''The Herd'', ''A Season in Hakkari'', ''The Pain'')","7355"
"Kabori","2021-04-17","Bangladeshi actress (''Titash Ekti Nadir Naam'', ''Sareng Bou'') and politician","7344"
"Fereydoun Ghanbari","2021-04-17","Iranian wrestler","7241"
"Hubert Faure","2021-04-17","French World War II hero (Operation Overlord)","4626"
"Justin Malewezi","2021-04-17","Malawian politician","3915"
"Sebastian Koto Khoarai","2021-04-17","Lesothan Roman Catholic cardinal","2988"
"Manoj Kumar Mukherjee","2021-04-17","Indian jurist","2814"
"Paul Helminger","2021-04-17","Luxembourgish politician","2807"
"Al Young","2021-04-17","American poet","2511"
"Volodymyr Yavorivsky","2021-04-17","Ukrainian writer","2015"
"Hisham Bastawisy","2021-04-17","Egyptian jurist","1709"
"Vladimir Churkin","2021-04-17","Russian football player and manager","1699"
"Bob Fouracre","2021-04-17","American sportscaster","1699"
"Hsu Sheng-fa","2021-04-17","Taiwanese banker","1689"
"Wayne Talkes","2021-04-17","English footballer (Southampton, AFC Bournemouth)","1566"
"Bir Singh Mahato","2021-04-17","Indian politician","1340"
"Gert Metz","2021-04-17","German Olympic sprinter (1968)","1258"
"Harry W. Wellford","2021-04-17","American jurist","1165"
"Mario Pini","2021-04-17","Uruguayan footballer (Montevideo Wanderers)","809"
"Luiz Humberto Carneiro","2021-04-17","Brazilian politician","784"
"K. C. Ramrakha","2021-04-17","Fijian lawyer and politician","651"
"Josep Mussons","2021-04-17","Spanish sports and baking executive","472"
"Bill Mogk","2021-04-17","American baseball player (Michigan Wolverines)","469"
"Hans-Karl von Unger","2021-04-17","German politician","318"
"Sándor Szabó","2021-04-17","Hungarian Olympic swimmer (1968, 1972)","290"
"Mick Lowe","2021-04-17","Canadian journalist (''The Globe and Mail'', ''Financial Post'')","264"
"Robert Carl Suggs","2021-04-17","American archaeologist and anthropologist","204"
"Ted Bates","2021-04-17","American football player (St. Louis Cardinals, New York Jets)","150"
"John Brereton","2021-04-17","Australian footballer (Footscray)","122"
"John Ogilvie","2021-04-17","New Zealand cricketer (Wellington)","87"
"Tremaine Stewart","2021-04-18","Jamaican footballer (Aalesund, Waterhouse, national team)","23348"
"Iain Gallaway","2021-04-18","New Zealand sports commentator and cricketer (Otago)","18372"
"Paul Oscher","2021-04-18","American blues musician","12303"
"Bhumidhar Barman","2021-04-18","Indian politician","12250"
"Wasim","2021-04-18","Bangladeshi actor","10276"
"J. Welles Wilder Jr.","2021-04-18","American mechanical engineer and real estate developer","8770"
"Mohammad Hejazi","2021-04-18","Iranian military officer (IRGC)","8373"
"Richard Schmid","2021-04-18","American artist","7463"
"Jyoti Kalani","2021-04-18","Indian politician","6074"
"Bachi Singh Rawat","2021-04-18","Indian politician","5994"
"Necdet Üruğ","2021-04-18","Turkish military officer","4832"
"Elizabeth Furse","2021-04-18","Kenya Colony-born American politician","4744"
"Naïma Ababsa","2021-04-18","Algerian singer","4259"
"Susan Odom","2021-04-18","British chemist","3983"
"Achyut Madhav Gokhale","2021-04-18","Indian civil servant","2631"
"Marva Dawn","2021-04-18","American theologian and author","2417"
"Nowa Omoigui","2021-04-18","Nigerian military historian and cardiologist","2348"
"Zdeněk Růžička","2021-04-18","Czech gymnast","2021"
"A. Pappa Sundaram","2021-04-18","Indian politician","1809"
"Anthony Russo","2021-04-18","American politician","1797"
"Douglas Bell","2021-04-18","Canadian politician","1234"
"Luigi Covatta","2021-04-18","Italian politician and journalist (''Mondoperaio'')","1208"
"Michael Bedford-Jones","2021-04-18","Canadian suffragan bishop","1127"
"Frank McCabe","2021-04-18","American basketball player","1126"
"Gazi M M Amjad Hossain","2021-04-18","Bangladeshi politician","1067"
"Lucas Sirkar","2021-04-18","Indian Roman Catholic prelate","1054"
"Stefan Bratkowski","2021-04-18","Polish journalist and writer","1017"
"Albert Papilaya","2021-04-18","Indonesian Olympic boxer (1992)","849"
"Ken Greenwood","2021-04-18","Australian footballer (Carlton, Footscray)","812"
"Ludovico Badoy","2021-04-18","Filipino politician","771"
"Jehanne Collard","2021-04-18","French lawyer and activist","716"
"Flavia Fontes","2021-04-18","Brazilian filmmaker and editor","464"
"Eric McGraw","2021-04-18","British publisher","415"
"Hanna Lachert","2021-04-18","Polish architect","392"
"Xavier Ameil","2021-04-18","French engineer and spy","270"
"Malcolm R. Currie","2021-04-18","American aerospace engineer","232"
"Choida Jamtsho","2021-04-18","Bhutanese politician","227"
"S. M. Mohsin","2021-04-18","Bangladeshi actor","205"
"Howard Schuman","2021-04-18","American sociologist","142"
"Helmut Barbe","2021-04-18","German composer","101"
"Mary Earle","2021-04-18","Scottish-born New Zealand food technologist","0"
"Abdullah Al Nauri","2021-04-18","Emirati novelist and police officer","0"
"Yvette Swan","2021-04-18","Bermudian politician","0"
"Walter Mondale","2021-04-19","American politician","750997"
"Jim Steinman","2021-04-19","American musician","403500"
"Nasir Durrani","2021-04-19","Pakistani police officer","18602"
"Willy van der Kuijlen","2021-04-19","Dutch footballer (PSV, MVV, national team)","16364"
"G. Venkatasubbiah","2021-04-19","Indian lexicographer","15891"
"Mewalal Chaudhary","2021-04-19","Indian politician","14046"
"Bob Lanois","2021-04-19","Canadian record producer and recording engineer","8904"
"Michel Kilo","2021-04-19","Syrian writer and human rights activist","6638"
"Monica Bandini","2021-04-19","Italian racing cyclist","6240"
"Bill Wynne","2021-04-19","American World War II veteran","5706"
"Robin Wood","2021-04-19","American artist","5453"
"Shaler Halimon","2021-04-19","American basketball player (Philadelphia 76ers, Portland Trail Blazers, Dallas Chaparrals)","4573"
"Jagdish Singh Rana","2021-04-19","Indian politician","3728"
"Viktor Shuvalov","2021-04-19","Russian ice hockey player and footballer (VVS Moscow)","3155"
"Birgitte Reimer","2021-04-19","Danish actress (''We Who Go the Kitchen Route'', ''Summer Place Wanted'', ''Vi er allesammen tossede'')","3002"
"Sumitra Bhave","2021-04-19","Indian film director (''Doghi'', ''Devrai'', ''Kaasav'')","2101"
"Gopal Krishna Saxena","2021-04-19","Indian politician","1878"
"Rudolf Burger","2021-04-19","Austrian philosopher","1680"
"Franklin Toker","2021-04-19","Canadian-born American architectural historian","1671"
"Andrzej Białynicki-Birula","2021-04-19","Polish mathematician","1419"
"J. Philip Grime","2021-04-19","American ecologist","1347"
"Anto Raukas","2021-04-19","Estonian geologist and science organiser","1320"
"Vera Lantratova","2021-04-19","Russian volleyball player","1260"
"Pedro Bastidas","2021-04-19","Venezuelan politician","1119"
"Dieter Timpe","2021-04-19","German historian","990"
"Michael Dormer","2021-04-19","New Zealand cricketer (Auckland)","948"
"Eduardo de Lázzari","2021-04-19","Argentine judge and academic","504"
"Marin Voinea","2021-04-19","Romanian footballer (Progresul București, Siderurgistul Galați, national team)","471"
"Fred Jordan","2021-04-19","American book and magazine editor (Grove Press, ''Evergreen Review'') and free speech activist","404"
"Jim Speechley","2021-04-19","British politician","392"
"Nalla Thomas","2021-04-19","Indian Baptist pastor","304"
"Gérard Montassier","2021-04-19","French essayist and government official","302"
"Ruth Farchi","2021-04-19","Austrian-Israeli stage actress","134"
"Reg Saner","2021-04-19","American poet","128"
"Marjorie Caserio","2021-04-19","English chemist","4"
"Eddie Abel","2021-04-19","British chemist","0"
"Mario Gonzalez","2021-04-19","American chef and construction worker","0"
"Idriss Déby","2021-04-20","Chadian military officer and politician","479105"
"Les McKeown","2021-04-20","Scottish singer (Bay City Rollers)","301300"
"Ana Lúcia Menezes","2021-04-20","Brazilian actress","138412"
"Tempest Storm","2021-04-20","American burlesque star and actress","81619"
"Monte Hellman","2021-04-20","American film director (''Two-Lane Blacktop'', ''Beast from Haunted Cave'', ''The Shooting'')","37517"
"M. Narasimham","2021-04-20","Indian economist","25092"
"Germaine Ahidjo","2021-04-20","Cameroonian socialite","7898"
"Tom Robson","2021-04-20","American baseball player (Texas Rangers) and coach (New York Mets)","6429"
"Willi Herren","2021-04-20","German actor and singer","4378"
"Roland Weyl","2021-04-20","French lawyer and militant","4375"
"Wiesława Mazurkiewicz","2021-04-20","Polish actress (''Pharaoh'', ''The Deluge'', ''Woman in a Hat'')","3619"
"Kishore Nandlaskar","2021-04-20","Indian actor (''Thartharat'', ''Vaastav: The Reality'', ''Jis Desh Mein Ganga Rehta Hain'')","3404"
"Zurab Rtveliashvili","2021-04-20","Kazakh-born Georgian poet","3326"
"Shyam Bihari Misra","2021-04-20","Indian politician","3057"
"Mary Beth Edelson","2021-04-20","American artist","2976"
"Emilia Monjowa Lifaka","2021-04-20","Cameroonian politician","2233"
"Listianto Raharjo","2021-04-20","Indonesian footballer (Pelita Jaya, national team)","2218"
"Leïla Bahria","2021-04-20","Tunisian politician and judge","1775"
"Alfred Teinitzer","2021-04-20","Austrian footballer (SK Rapid Wien, LASK Linz, national team)","1413"
"Aleksander Sopliński","2021-04-20","Polish politician and physician","1250"
"José Joaquín Puig de la Bellacasa","2021-04-20","Spanish diplomat","1121"
"Rex Aubrey","2021-04-20","Australian Olympic swimmer (1952)","797"
"Sven-Olof Olson","2021-04-20","Swedish Air Force officer","759"
"John Sarna","2021-04-20","American politician","500"
"Jiří Lopata","2021-04-20","Czech football player (Spartak Plzeň) and manager (RH Cheb, Dukla Prague)","491"
"George Dancis","2021-04-20","Latvian-born Australian Olympic basketball player (1956)","490"
"Roland J. Green","2021-04-20","American author (''Conan the Valiant'', ''Janissaries II: Clan and Crown'', ''Great Kings' War'')","385"
"Panagiotis Xoblios","2021-04-20","Greek footballer (Veria, Panegialios, Kallithea)","378"
"Ruth H. Alexander","2021-04-20","American activist","316"
"Nasser Ramdane Ferradj","2021-04-20","French political activist","315"
"Thomas F. Coleman","2021-04-20","Canadian mathematician and computer scientist","301"
"Germán Gamonal","2021-04-20","Chilean journalist and writer","282"
"Mick Burrs","2021-04-20","Canadian poet","255"
"Céline Roos","2021-04-20","French-Canadian chess player","252"
"Pierre Amiet","2021-04-20","French archeologist and conservator","212"
"Shirley Ogle","2021-04-20","Australian sprinter","96"
"Wahiduddin Khan","2021-04-21","Indian Islamic scholar (''Tazkirul Quran'') and peace activist","124780"
"Shankha Ghosh","2021-04-21","Indian poet and literary critic","56649"
"Ada Jesus","2021-04-21","Nigerian actress and comedian","42847"
"Thomas Fritsch","2021-04-21","German actor (''Three Men in the Snow'', ''Uncle Tom's Cabin'', ''Adorable Julia'')","36114"
"Joe Long","2021-04-21","American bassist (The Four Seasons)","24762"
"Håkon Brusveen","2021-04-21","Norwegian cross-country skier","13142"
"Lea Dali Lion","2021-04-21","Estonian singer","12572"
"D. Michael Quinn","2021-04-21","American historian of the Latter Day Saint movement","10066"
"Alfredo Graciani","2021-04-21","Argentine footballer (Boca Juniors, Racing Club, Deportivo Español)","6557"
"Marc Ferro","2021-04-21","French historian","6263"
"Henrietta M. Smith","2021-04-21","American academic","3108"
"Carl Spielvogel","2021-04-21","American marketing executive and diplomat","3091"
"Myriam Colombi","2021-04-21","French actress (''The Burglars'', ''The Weaker Sex'') and theatre director (Théâtre Montparnasse)","3084"
"James Prigoff","2021-04-21","American photographer","2453"
"Peter Dimond","2021-04-21","Australian rugby league player (Western Suburbs, New South Wales, national team)","2087"
"Stanley A. Milner","2021-04-21","Canadian businessman and politician","2086"
"Tom Michalopoulos","2021-04-21","Greek-born Canadian businessman","1752"
"Bernie Kahn","2021-04-21","American screenwriter (''The Barefoot Executive'', ''Bewitched'', ''Super Friends'')","1687"
"Bhitali Das","2021-04-21","Indian singer","1546"
"Marc Bécam","2021-04-21","French politician","1501"
"Mercedes Colás de Meroño","2021-04-21","Argentine human rights activist (Mothers of the Plaza de Mayo)","1484"
"Henri Mouton","2021-04-21","Belgian politician","1292"
"Diamantina Rodríguez","2021-04-21","Spanish singer","1275"
"Wojciech Ziemba","2021-04-21","Polish Roman Catholic prelate","1242"
"Manny Mantrana","2021-04-21","American college baseball coach (St. Thomas Bobcats, UTPA)","1153"
"Margaret Pokiak-Fenton","2021-04-21","Canadian Inuvialuit author","1009"
"Segismundo Martínez Álvarez","2021-04-21","Spanish-born Brazilian Roman Catholic prelate","987"
"Marian Kosiński","2021-04-21","Polish football player (Stal Mielec) and manager (Karpaty Krosno)","966"
"Albert Bauer","2021-04-21","American politician","871"
"Antonio Palang","2021-04-21","Filipino Roman Catholic prelate","866"
"Johny Lal","2021-04-21","Indian cinematographer (''Partner'', ''Aathanka'', ''Rehnaa Hai Terre Dil Mein'')","860"
"Ljerka Belak","2021-04-21","Slovenian actress","738"
"Nort Thornton","2021-04-21","American swimming coach","605"
"Gerry Mackey","2021-04-21","Irish footballer (Shamrock Rovers)","381"
"Kari Kemény","2021-04-21","Norwegian translator","342"
"Gilbert Clain","2021-04-21","Réunionese sculptor","325"
"Elizabeth von Till Warren","2021-04-21","American historian and preservationist","313"
"Erasmo Vásquez","2021-04-21","Dominican physician and politician","183"
"Donald W. Sherburne","2021-04-21","American philosopher","62"
"Ásgeir Eyjólfsson","2021-04-21","Icelandic Olympic alpine skier","22"
"A.K. Chatterjee","2021-04-21","Indian philosopher and Buddhist scholar","0"
"Guilherme Melo","2021-04-21","Brazilian politician","0"
"Shock G","2021-04-22","American rapper (Digital Underground) and songwriter (""The Humpty Dance"", ""I Get Around"")","924133"
"Terrence Clarke","2021-04-22","American basketball player (Kentucky Wildcats)","407199"
"Adrian Garrett","2021-04-22","American baseball player (Chicago Cubs, California Angels, Hiroshima Toyo Carp)","25630"
"Ashok Kumar Walia","2021-04-22","Indian politician","11933"
"Shravan Rathod","2021-04-22","Indian film composer (''Aashiqui'', ''Raja'', ''Bewafaa'')","10062"
"Thelma Harper","2021-04-22","American politician","9478"
"Charles Fries","2021-04-22","American producer (''The Amazing Spider-Man'', ''The Martian Chronicles'', ''Cat People'')","6885"
"Roy Masters","2021-04-22","English-born American author","4635"
"Anthony Thwaite","2021-04-22","English poet and editor","4508"
"Sharon Pollock","2021-04-22","Canadian playwright","4327"
"Purushottam Naresh Dwivedi","2021-04-22","Indian politician","3213"
"Dennis Johnson","2021-04-22","Jamaican Olympic sprinter (1964)","2804"
"Jacqueline Mofokeng","2021-04-22","South African politician","2790"
"Larry Leon Palmer","2021-04-22","American diplomat","2777"
"Selma Gürbüz","2021-04-22","Turkish sculptor and painter","2647"
"Luo Qingquan","2021-04-22","Chinese politician","1618"
"Mirosław Handke","2021-04-22","Polish chemist and politician","1617"
"Adnan al-Assadi","2021-04-22","Iraqi politician","1492"
"Krystyna Łyczywek","2021-04-22","Polish photographer","958"
"Wencelito Andanar","2021-04-22","Filipino lawyer","820"
"Edgar Godoy Samayoa","2021-04-22","Guatemalan politician and brigadier general","642"
"Roy Strandbakke","2021-04-22","Norwegian footballer (Raufoss, national team)","538"
"Bogomil Gjuzel","2021-04-22","Macedonian poet","529"
"Alípio Freire","2021-04-22","Brazilian writer and journalist","427"
"Bill Cameron","2021-04-22","Australian footballer (St Kilda)","424"
"Dewan Singh Bhakuni","2021-04-22","Indian chemist","347"
"Edmundo Galdino","2021-04-22","Brazilian politician","344"
"Elizabeth Orr","2021-04-22","New Zealand lecturer and trade unionist","195"
"Jean-Pierre Kress","2021-04-22","French footballer (national team)","117"
"Frances Rotblat","2021-04-22","British haematologist","114"
"Cynthia Kenny","2021-04-22","British painter","81"
"Donald W. Fox","2021-04-22","American politician","38"
"John Gilbert","2021-04-22","Canadian actor (''By Way of the Stars'', ''Halloween 5: The Revenge of Michael Myers'', ''Rabid'')","0"
"Sumila Ronghangpi","2021-04-22","Indian housemaid","0"
"Amit Mistry","2021-04-23","Indian actor (''Kya Kehna'', ''Ek Chalis Ki Last Local'', ''99'')","292479"
"Dan Kaminsky","2021-04-23","American computer security researcher","254566"
"Milva","2021-04-23","Italian singer and actress (''La bellezza di Ippolita'', ''Appuntamento in riviera'', ''Via degli specchi'')","73036"
"Victor Wood","2021-04-23","Filipino singer and actor","33501"
"Mario Meoni","2021-04-23","Argentine politician","23542"
"Bill Whittington","2021-04-23","American racing driver and convicted criminal","17121"
"Lalit Behl","2021-04-23","Indian actor (''Titli'', ''Hotel Salvation'', ''Judgementall Hai Kya'')","11029"
"Charlie Glotzbach","2021-04-23","American racing driver (NASCAR Winston Cup Series)","10272"
"Suresh Srivastava","2021-04-23","Indian politician","9309"
"Fredi","2021-04-23","Finnish actor","8033"
"Detta O'Cathain, Baroness O'Cathain","2021-04-23","Irish-born British businesswoman and life peer","6027"
"Charlie Black","2021-04-23","American country songwriter","5520"
"Levy Fidelix","2021-04-23","Brazilian politician","5164"
"Hans Rasmus Astrup","2021-04-23","Norwegian businessman and art collector","3641"
"Arun Nigavekar","2021-04-23","Indian physicist and educator","2454"
"J. Jon Bruno","2021-04-23","American Episcopal clergyman","1954"
"Rammurti Singh Verma","2021-04-23","Indian politician","1679"
"Abderrahmane Benkhalfa","2021-04-23","Algerian economist","1570"
"Dukha Bhagat","2021-04-23","Indian politician","1531"
"Deborah Swackhamer","2021-04-23","American environmental chemist","1402"
"Bill Johnston","2021-04-23","American golfer and golf course designer","1133"
"James Heneghan","2021-04-23","British-born Canadian author (''The Grave'')","847"
"José Luis Comellas","2021-04-23","Spanish astronomer","697"
"Sirje Tennosaar","2021-04-23","Estonian actress and television presenter","503"
"Tuncay Becedek","2021-04-23","Turkish footballer (Fenerbahçe, İzmirspor, national team)","103"
"Sue Hayes","2021-04-23","British film and television executive","90"
"N. A. Adjin-Tettey","2021-04-23","Ghanaian athlete","0"
"Carl LaBove","2021-04-23","American stand-up comedian","0"
"Alber Elbaz","2021-04-24","Moroccan-born Israeli fashion designer (Lanvin)","163047"
"Christa Ludwig","2021-04-24","German mezzo-soprano","44553"
"Shunsuke Kikuchi","2021-04-24","Japanese composer (''The Gate of Youth'', ''Dragon Ball Z'', ''Grendizer'')","22552"
"Robert Slavin","2021-04-24","American psychologist","15971"
"Mohan Shantanagoudar","2021-04-24","Indian jurist","15548"
"Yves Rénier","2021-04-24","Swiss-born French actor (''Commissaire Moulin'', ''The Count of Monte Cristo'', ''Frantic'')","14782"
"Ashwin Yadav","2021-04-24","Indian cricketer (Hyderabad)","14252"
"Duane Hagadone","2021-04-24","American newspaper publisher","12404"
"Bob Fass","2021-04-24","American radio personality (WBAI)","11511"
"Byron Seaman","2021-04-24","Canadian businessman","10808"
"Nathan Jung","2021-04-24","American actor and stuntman (''Star Trek'', ''The A-Team'', ''Big Trouble in Little China'')","10775"
"Faye Schulman","2021-04-24","Polish Holocaust survivor and photographer","10119"
"John Coster-Mullen","2021-04-24","American photographer and nuclear archaeologist","8693"
"Walter Borthwick","2021-04-24","Scottish football player (East Fife, St Mirren, Dunfermline Athletic) and manager","3877"
"Sarolta Monspart","2021-04-24","Hungarian orienteering competitor","3831"
"Riitta Vainionpää","2021-04-24","Swedish textile artist","3252"
"Onkar Nath Srivastava","2021-04-24","Indian physicist","3238"
"Richard Hey Lloyd","2021-04-24","British organist and composer","3166"
"Katherine Barber","2021-04-24","British-born Canadian lexicographer","2996"
"Miloš Šobajić","2021-04-24","Serbian painter and sculptor","2353"
"John T. Ward Jr.","2021-04-24","American racehorse trainer","2063"
"Kent Angus","2021-04-24","Canadian businessman and uniform supplier to the International Ice Hockey Federation[https://www","1735"
"Sergio Esquivel","2021-04-24","Mexican singer-songwriter","1550"
"Vytautas Bubnys","2021-04-24","Lithuanian writer and politician","1233"
"Ziaur Rahman Khan","2021-04-24","Bangladeshi lawyer and politician","1006"
"A. M. M. Safiullah","2021-04-24","Bangladeshi academic","959"
"Mutaib Alsaqar","2021-04-24","Jordanian singer","815"
"Dariyav Khatik","2021-04-24","Indian politician","773"
"Siv Nordrum","2021-04-24","Norwegian journalist","721"
"Trevor Smith, Baron Smith of Clifton","2021-04-24","British politician","615"
"József Soproni","2021-04-24","Hungarian composer","480"
"Allan Pietz","2021-04-24","Canadian politician","440"
"Oleg Anikanov","2021-04-24","Russian military officer","427"
"Kaare Lindboe","2021-04-24","Norwegian football referee","421"
"Virgil Orr","2021-04-24","American politician and academic","417"
"La Camboria","2021-04-24","Spanish flamenco dancer","390"
"Katherine Aaslestad","2021-04-24","American scholar","320"
"Victor Golla","2021-04-24","American linguist","243"
"Awatef Abdel Karim","2021-04-24","Egyptian composer","227"
"Marianne Lienau","2021-04-24","German presenter","107"
"Knut Magne Myrland","2021-04-24","Norwegian singer","75"
"Frank Calhoun","2021-04-24","American politician","0"
"Marcel Gaudion","2021-04-24","French handball player (national team)","0"
"Eddie Miller","2021-04-24","American racing driver","0"
"Hugo Stuven","2021-04-24","Chilean-Spanish television producer (Televisión Española)","0"
"John Konrads","2021-04-25","Latvian-born Australian swimmer","37038"
"Denny Freeman","2021-04-25","American blues guitarist and keyboardist","27034"
"Mike Davis","2021-04-25","American football player (Oakland/Los Angeles Raiders)","15701"
"Harry Setyawan","2021-04-25","Indonesian naval officer","7688"
"Toshiro Kandagawa","2021-04-25","Japanese chef (''Iron Chef'')","7596"
"Genebert Basadre","2021-04-25","Filipino boxer","5420"
"Ali Yahia Abdennour","2021-04-25","Algerian politician","5397"
"Ivan M. Havel","2021-04-25","Czech scientist and philosopher","3800"
"William T. Wiley","2021-04-25","American artist","3530"
"Hamid Jasemian","2021-04-25","Iranian footballer (Shahin, Persepolis)","2661"
"Óscar Castro Ramírez","2021-04-25","Chilean playwright","2620"
"Désiré Kolingba","2021-04-25","Central African politician","2451"
"Ben Dreith","2021-04-25","American football referee (American Football League, National Football League)","2155"
"Allen Taflove","2021-04-25","American electrical engineer","1508"
"Cyrille Ndayirukiye","2021-04-25","Burundian politician","1470"
"John Diamond","2021-04-25","British physician and author","1430"
"Rajan Mishra","2021-04-25","Indian khyal musician","1396"
"André de Witte","2021-04-25","Belgian-born Brazilian Roman Catholic prelate","1265"
"Valerie Parv","2021-04-25","Australian author","1184"
"Joseph Maraite","2021-04-25","Belgian politician","837"
"John Hopkins","2021-04-25","American novelist and travel writer","753"
"Pablo José Cámbar","2021-04-25","Honduran academic","663"
"Ian Hamilton","2021-04-25","English footballer (Bristol Rovers)","544"
"Raymond J. DeMallie","2021-04-25","American anthropologist","499"
"Zhenia Vasylkivska","2021-04-25","Ukrainian poet","370"
"James P. Blair","2021-04-25","American photographer","217"
"Lee Boysel","2021-04-25","American electrical engineer and entrepreneur","217"
